citation,prey_taxon,prey_type_add,prey_kingdom_add,prey_phylum_add,prey_subphylum_add,prey_superclass_add,prey_class_add,prey_subclass_add,prey_order_add,prey_family_add,prey_species_add
"Mansfield, S, & Mc rdle, B. H. (1998). Dietary composition of Gambusia affinis (Family Poeciliidae) populations in the northern Waikato region of New Zealand. New Zealand Journal of Marine and Freshwater Research, 32(3), 375-383.",other aquatic_fauna,unidentified,,,,,,,,,
"Weliange, W S., &  marasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri lekanka. Asian Fisheries Science, 16(3/4), 203-214.",other diatoms,,Chromista,Ochrophyta,,,Bacillariophyceae,,,,
"Magalhães, M F. (1993). Feeding of an Iberian stream cyprinid assemblage: seasonality of resource use in a highly variable environment. Oecologia, 96(2), 253-26 .",other prey,unidentified,,,,,,,,,
"Maitland, P S. (1965). The feeding relationships of salmon, trout, minnows, stone loach and three-spined stickle-backs in the River lekndrick, Scotland. The Journal of  nimal Ecology, 109-133.",other surface,unidentified,,,,,,,,,
"Owolabi, O D. (2008). The dietary habits of the upside-down catfish, Synodontis membranaceus (Osteichthyes: Mochokidae) in Jebba lake, Nigeria. Revista de biologia tropical, 56(2), 931-936.",p adusta_larvae,,Animalia,Arthropoda,,,Insecta,,Ephemeroptera,Polymitarcyidae,Povilla adusta
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",paguroidea megalopa,,Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,,
"Nurnberger, P lek. (193 ). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.",parasite,,Animalia,,,,,,,,
"Nurnberger, P lek. (193 ). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.",parasites,,Animalia,,,,,,,,
"Cable, lek E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation,  niversity of South Dakota).",parasitic flatworms,,Animalia,Platyhelminthes,,,,,,,
"Delariva, R lek., &  gostinho, A. A. (2001). Relationship between morphology and diets of six neotropical loricariids. Journal of Fish Biology, 58(3), 832-847.",pennales,,Chromista,Ochrophyta,,,Bacillariophyceae,,Pennales,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",peracarida,,Animalia,Arthropoda,Crustacea,,Malacostraca,,,,
"Chavarie, lek, Howland, K., Gallagher, C., & Tonn, W. (2 16). Fatty acid signatures and stomach contents of four sympatric L ake T rout: assessment of trophic patterns among morphotypes in G reat B ear L ake. Ecology of Freshwater Fish, 25(1), 109-124.",phaeogenini,,Animalia,Arthropoda,,,Insecta,,Hymenoptera,Ichneumonidae,
"Nilsson, N  . (1955). Studies on the feeding hibits of trout and char in north Swedish lakes. Report of Institute of Freshwater Research Drottningholm, 36, 163-225.",phyllopoda,,Animalia,Arthropoda,Crustacea,,Branchiopoda,,,,
"Guilbard, F R. É. D. É. R. I. C., Munro, J. lek.  . N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",physids,,Animalia,Mollusca,,,Gastropoda,,Physida,,
"Hickley, P, & Bailey, R. G. (1987). Food and feeding relationships of fish in the Sudd swamps (River Nile, southern Sudan). Journal of Fish Biology, 3 (2), 147-159.",phytobenthos,,Plantae,,,,,,,,
"Neill, R M. (1938). XVIII.—The Food and Feeding of the Brown Trout (Salmo trutta lek.) in Relation to the Organic Environment. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 59(2), 481-52 .",pisces ova,,Animalia,Chordata,,Osteichthyes,,,,,
"Chavarie, lek, Howland, K., Gallagher, C., & Tonn, W. (2 16). Fatty acid signatures and stomach contents of four sympatric L ake T rout: assessment of trophic patterns among morphotypes in G reat B ear L ake. Ecology of Freshwater Fish, 25(1), 109-124.",platyabini,,Animalia,Arthropoda,,,Insecta,,Hymenoptera,,
"Surber, lek W. (1941).   quantitative study of the food of the smallmouth black bass, Micropterus dolomieu, in three eastern streams. Transactions of the American Fisheries Society, 70(1), 311-334.",potamanlhus nymphs,,Animalia,Arthropoda,,,Insecta,,Ephemeroptera,Potamanthidae,Potamanthus sp.
"Chavarie, lek, Howland, K., Gallagher, C., & Tonn, W. (2 16). Fatty acid signatures and stomach contents of four sympatric L ake T rout: assessment of trophic patterns among morphotypes in G reat B ear L ake. Ecology of Freshwater Fish, 25(1), 109-124.",protichneumonina,,Animalia,Arthropoda,,,Insecta,,Hymenoptera,Ichneumonidae,
"djibade, lek N., Adite, A., Arame, H., & Sidi, R. (2019). Feeding ecology of Marcusenius senegalensis (Pisces: Osteoglossiformes: Mormyridae; Steindachner, 1870) from Niger River in Northern Benin.",protozoans,,Animalia,,,,,,,,
"Ferreira, G lek., Lopes, V. G., Cantarino Gomes, J. H., & Castelo Branco, C. W. (2 13). Condition factor and diet of the catfish Loricariichthys castaneus (Castelnau, 1855): gender differences in three tropical reservoirs. Studies on neotropical fauna and environment, 48(3), 190-198.",protozoans testacea,,Animalia,,,,,,,,
"Pothoven, S  ., & Madenjian, C. P. (2013). Increased piscivory by lake whitefish in lekake Huron. North American Journal of Fisheries Management, 33(6), 1194-1202.",rainbow smelt,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Osmeriformes,Osmeridae,Osmerus mordax
"Pothoven, S  ., Madenjian, C. P., & Höök, T. O. (2017). Feeding ecology of the walleye (Percidae, Sander vitreus), a resurgent piscivore in lekake Huron (Laurentian Great Lakes) after shifts in the prey community. Ecology of Freshwater Fish, 26(4), 676-685.",rainbow smelt,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Osmeriformes,Osmeridae,Osmerus mordax
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",redfin culter_culter_alburnus_basilewsky_cyprinidae,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Alburnus basilewsky
"Wedderburn, S D., Bice, C. M., & Barnes, T. C. (2 15). Prey selection and diet overlap of native golden perch and alien redfin perch under contrasting hydrological conditions. Australian Journal of Zoology, 62(5), 374-381.",redfin perch,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Perciformes,Percidae,Perca fluviatilis
"Hahn, N S., & Cunha, F. (2 05). Feeding and trophic ecomorphology of Satanoperca pappaterra (Pisces, Cichlidae) in the Manso reservoir, Mato Grosso state, Brazil. Brazilian Archives of Biology and Technology, 48(6), 1007-1012.",remain,detritus,,,,,,,,,
"Hahn, N S., & Cunha, F. (2 05). Feeding and trophic ecomorphology of Satanoperca pappaterra (Pisces, Cichlidae) in the Manso reservoir, Mato Grosso state, Brazil. Brazilian Archives of Biology and Technology, 48(6), 1007-1012.",remains,detritus,,,,,,,,,
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",rice shrimp_neocaridina_denticulata_kemp_atyidae,,Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,Atyidae,Neocaridina denticulata
"Chavarie, lek, Howland, K., Gallagher, C., & Tonn, W. (2 16). Fatty acid signatures and stomach contents of four sympatric L ake T rout: assessment of trophic patterns among morphotypes in G reat B ear L ake. Ecology of Freshwater Fish, 25(1), 109-124.",rocks,detritus,,,,,,,,,
"Greenfield, D W., Greenfield, T.  ., & Brinton, S. lek. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.",rocks,detritus,,,,,,,,,
"Hickley, P, & Bailey, R. G. (1987). Food and feeding relationships of fish in the Sudd swamps (River Nile, southern Sudan). Journal of Fish Biology, 3 (2), 147-159.",roots,,Plantae,,,,,,,,
"Turner, C lek. (1922). Notes on the food habits of young of Cottus ictalops (millers thumb).",round worms,,Animalia,Nematoda,,,,,,,
"Nilsson, N  ., & Northcote, T. G. (1981). Rainbow trout (Salmo gairdneri) and cutthroat trout (S. clarki) interactions in coastal British Columbia lakes. Canadian Journal of Fisheries and Aquatic Sciences, 38(10), 1228-1246.",salamander,,Animalia,Chordata,,,Amphibia,,Urodela,,
"Cable, lek E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation,  niversity of South Dakota).",sand,sand,,,,,,,,,
"Darnell, R M. (1958). Food habits of fishes and large invertebrate of lekake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci.  niv. Tex, 5, 353-416.",sand,sand,,,,,,,,,
"Ferreira, G lek., Lopes, V. G., Cantarino Gomes, J. H., & Castelo Branco, C. W. (2 13). Condition factor and diet of the catfish Loricariichthys castaneus (Castelnau, 1855): gender differences in three tropical reservoirs. Studies on neotropical fauna and environment, 48(3), 190-198.",sand,sand,,,,,,,,,
"Heins, D C., & Clemmer, G. H. (1975). lekcology, foods and feeding of the longnose shiner, Notropis longirostris (Hay), in Mississippi. U+00A0>American Midland Naturalist, 284-295.",sand,sand,,,,,,,,,
"Maddern, M G., Morgan, D. lek., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia.<U+00A0>Journal of the Royal Society of Western Australia,<U+00A0>90(4), 203-214.",sand,sand,,,,,,,,,
"Mendes, lek B., Borges, J.  . T., da Silva, M. J., da Costa Ramos, R. T., & Medeiros, E. S. F. (2011). Food habits of Triportheus signatus (Teleostei, Characidae) in a Brazilian semi-arid intermittent river. Revista Brasileira de Zooci<ea>ncias, 13(1, 2, 3).",sand,sand,,,,,,,,,
"Otuogbai, T. M., Ikhenoba, A., & Elakhame, L. (2000). Food and feeding habits of the African lungfish, Protopterus annectens (Owens)(Pisces: Sarcopterygii) in the flood plains of River Niger in Etsako east of Edo State, Nigeria.",sand bottom_deposits_and_organic_debris,sand,,,,,,,,,
"Okey, I., Offem, B. O., & Keremah, R. I. (2017). Length-weight relationship, condition factor and gut content of Chrysichthys furcatus Gunther, 1864 (Bagridae) from Cross River at Ahaha. Fish Aqua J, 8(228), 2.",sand grain,sand,,,,,,,,,
"Cable, lek E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation,  niversity of South Dakota).",sand grains,sand,,,,,,,,,
"Iyabo,   B. (2014). Diet composition, feeding habits and condition factor of Chrysichthys nigrodigitatus in lekbonyi river (a tropical flood river system), southeastern Nigeria. CJ Agric Sci, 8, 29-37.",sand grains,sand,,,,,,,,,
"Ndome, C B., & Victor, R. (2 02). Food and feeding habits of lekpiplatys senegalensis (Pisces: Cyprinodontiformes; Cyprinodontidae) in a back water pond in Benin City, Southern Nigeria. West African Journal of Applied Ecology, 3(1).",sand grains,sand,,,,,,,,,
"Thompson, H  ., & Simon, T. P. (2014). Diet shift response in round goby, Neogobius melanostomus, based on size, sex, depth, and habitat in the western basin of lekake Erie. Journal of Applied Ichthyology, 30(5), 955-961.",sand grains,sand,,,,,,,,,
"yoade, A, Fagade, S., & Adebisi, A. (2008). Diet and dietary habits of the fish Schilbe mystus (Siluriformes: Schilbeidae) in two artificial lakes in Southwestern Nigeria. Revista de biología tropical, 56(4), 1847-1855.",sand particle,sand,,,,,,,,,
"djibade, lek N., Adite, A., Arame, H., & Sidi, R. (2019). Feeding ecology of Marcusenius senegalensis (Pisces: Osteoglossiformes: Mormyridae; Steindachner, 1870) from Niger River in Northern Benin.",sand particles,sand,,,,,,,,,
"Iyabo,   B. (2014). Diet composition, feeding habits and condition factor of Chrysichthys nigrodigitatus in lekbonyi river (a tropical flood river system), southeastern Nigeria. CJ Agric Sci, 8, 29-37.",sand_grains,sand,,,,,,,,,
"Wilde, G R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas.<U+00A0>Journal of Freshwater lekcology,<U+00A0>16(3), 403-410.",sand_silt,sand,,,,,,,,,
"Williams, C S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage.<U+00A0>The American midland naturalist,<U+00A0>155(1), 84-103.",sand_silt,sand,,,,,,,,,
"Murphy, G W., Newcomb, T. J., Orth, D. J., & Reeser, S. J. (2 05). Food habits of selected fish species in the Shenandoah River Basin, Virginia. In Proc Annu Conf Southeast Assoc Fish and Wildl Agencies (Vol. 59, pp. 325-335).",satinfin shiner,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Cyprinella analostana
"Silva, Z, Nascimento, P. lek. C. D., Vitule, J. R. S., Frehse, F. D.  ., Ferraz, M. S. O., & Mourgués-Schurter, L. R. (2019). Diet and resource sharing by two Pimelodidae species in a Southeastern Brazilian reservoir. Biota Neotropica, 19(3).",scale ctenoid,,Animalia,Chordata,,Osteicthyes,,,,,
"Silva, Z, Nascimento, P. lek. C. D., Vitule, J. R. S., Frehse, F. D.  ., Ferraz, M. S. O., & Mourgués-Schurter, L. R. (2019). Diet and resource sharing by two Pimelodidae species in a Southeastern Brazilian reservoir. Biota Neotropica, 19(3).",scale cycloid,,Animalia,Chordata,,Osteicthyes,,,,,
"Delariva, R lek., &  gostinho, A. A. (2001). Relationship between morphology and diets of six neotropical loricariids. Journal of Fish Biology, 58(3), 832-847.",sediment,sediment,,,,,,,,,
"Joadder, M R. (2006). Food and feeding habits of Gagata youssoufi (Rahman) from the river Padma in Rajshahi. University Journal of Zoology, Rajshahi University, 25, 69-71.",sediment,sediment,,,,,,,,,
"lekopes, D  ., Vieira, K. R. I., da Silva Mota, R., de Souza, M. R. F., dos Santos Costa, F. E., & Paiva, F. (2017). Opportunistic diet of Triportheus nematurus (Characiformes: Triportheidae) in Southern Pantanal ponds: influences of temporal availability and abundance of resources. Acta Scientiarum. Biological Sciences, 39(4), 441-447.",sediment,sediment,,,,,,,,,
"Marszal, L., Grzybkowska, M., Przybylski, M., & Valladolid, M. (2004). Feeding activity of spined loach Cobitis sp. in Lake Lucien, Poland. FOLIA BIOLOGICA-KRAKOW-, 51, 159-165.",sediment,sediment,,,,,,,,,
"Pereira, P R.,  gostinho, C. S., Oliveira, R. J. D., & Marques, lek. E. (2007). Trophic guilds of fishes in sandbank habitats of a Neotropical river. Neotropical Ichthyology, 5(3), 399-404.",sediment,sediment,,,,,,,,,
"Masdeu, M, Mello, F. T. D., lekoureiro, M., &  rim, M. (2011). Feeding habits and morphometry of Iheringichthys labrosus (Lütken, 1874) in the Uruguay River (Uruguay). Neotropical Ichthyology, 9(3), 657-664.",sediment debris,sediment,,,,,,,,,
"Salvador-Jr, lek F., Salvador, G. N., & Santos, G. B. (2 09). Morphology of the digestive tract and feeding habits of Loricaria lentiginosa Isbrücker, 1979 in a Brazilian reservoir. Acta Zoologica, 90(2), 101-109.",sediments,sediment,,,,,,,,,
"lekachner, E  . (1950). Food, growth and habits of fingerling northern smallmouth bass, Micropterus dolomieu dolomieu Lacepede, in trout waters of western New York. The Journal of Wildlife Management, 50-56.",semotilus a_atromaculatus,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Semotilus atromaculatus
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",sharpbelly hemiculter_leucisclus_basilewsky_cyprinidae,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Hemiculter leucisclus
"Nurnberger, P lek. (193 ). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.",shiner,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,
"Webster, D  . (1943). Food progression in young white perch Morone americana (Gmelin) from Bantam lekake, Connecticut. Transactions of the American Fisheries Society, 72(1), 136-144.",sialie larvae,,Animalia,Arthropoda,,,Insecta,,Megaloptera,Sialidae,Sialis sp.
"Moshin,   M., & Gallaway, B. J. (1977). Seasonal abundance, distribution, food habitats and condition of the southern brook lamprey, Ichthyomyzon gagei Hubbs & Trautman, in an east Texas watershed. The Southwestern Naturalist, 107-114.",sigmoid diatom,,Chromista,Ochrophyta,,,Bacillariophyceae,,,,
"Maddern, M G., Morgan, D. lek., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia.<U+00A0>Journal of the Royal Society of Western Australia,<U+00A0>90(4), 203-214.",silt_biofilm,detritus,,,,,,,,,
"Maitland, P S. (1965). The feeding relationships of salmon, trout, minnows, stone loach and three-spined stickle-backs in the River lekndrick, Scotland. The Journal of  nimal Ecology, 109-133.",sinudium,,Animalia,Arthropoda,,,Insecta,,Dipter,Simuliidae,Simulium sp.
"Moshin,   M., & Gallaway, B. J. (1977). Seasonal abundance, distribution, food habitats and condition of the southern brook lamprey, Ichthyomyzon gagei Hubbs & Trautman, in an east Texas watershed. The Southwestern Naturalist, 107-114.",small pennate_diatom,,Chromista,Ochrophyta,,,,,,,
"Speirs, G D. (1974). Food habits of landlocked salmon and brook trout in a Maine lake after introduction of landlocked alewives. Transactions of the  merican Fisheries Society, 103(2), 396-399.",smelt,,Animalia,Chordata,,Osteichthyes,Actinopterygii,,Osmeriformes,Osmeridae,
"Swift, M C. (197 ). A qualitative and quantitative study of trout food in Castle lekake, California. California Fish and Game, 56(2), 100-120.",snail,,Animalia,Mollusca,,,Gastropoda,,,,
"Cable, lek E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation,  niversity of South Dakota).",snails,,Animalia,Mollusca,,,Gastropoda,,,,
"Dineen, C F. (1951).   comparative study of the food habits of Cottus bairdii and associated species of Salmonidae. The American Midland Naturalist, 46(3), 640-645.",snails,,Animalia,Mollusca,,,Gastropoda,,,,
"Swift, M C. (197 ). A qualitative and quantitative study of trout food in Castle lekake, California. California Fish and Game, 56(2), 100-120.",snails,,Animalia,Mollusca,,,Gastropoda,,,,
"Cable, lek E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation,  niversity of South Dakota).",snals,,Animalia,Mollusca,,,Gastropoda,,,,
"Hellawell, J M. (1972). The growth, reproduction and food of the roach Rutilus rutilus (lek.), of the River Lugg, Herefordshire. Journal of Fish Biology, 4(4), 469-486.",soil_debris_detritus,detritus,,,,,,,,,
"Hellawell, J M. (1972). The growth, reproduction and food of the roach Rutilus rutilus (lek.), of the River Lugg, Herefordshire. Journal of Fish Biology, 4(4), 469-486.",soil_mud_sand,detritus,,,,,,,,,
"Nilsson, N  . (1955). Studies on the feeding hibits of trout and char in north Swedish lakes. Report of Institute of Freshwater Research Drottningholm, 36, 163-225.",spawn,,Animalia,,,,,,,,
"Dineen, C F. (1951).   comparative study of the food habits of Cottus bairdii and associated species of Salmonidae. The American Midland Naturalist, 46(3), 640-645.",spiders,,Animalia,Arthropoda,,,Arachnida,,Araneae,,
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",spiny bitterling_acanthorhodeus_chankaensis_dybowsky_cyprinidae,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Acanthorhodeus chankaensis
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",spiny eel_mastacembelus_aculeatus_basilewsky_mastacembelidae,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Synbranchiformes,Mastacembelidae,Macrognathus aculeatus
"Pothoven, S  ., & Madenjian, C. P. (2013). Increased piscivory by lake whitefish in lekake Huron. North American Journal of Fisheries Management, 33(6), 1194-1202.",spiny water_flea,,Animalia,Arthropoda,Crustacea,,Branchiopoda,,Cladocera,Cercopagididae,Bythotrephes longimanus
"Sri, S. (2017). The Freshwater Catfish Feeding Intensity, Maturation and Food. International Journal for Research in Applied Sciences and Biotechnology (IJRASB), 4(4), 1-5.",spirostones,detritus,,,,,,,,,
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",spotted steed_hemibarbus_maculatus_bleeker_cyprinidae,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Hemibarbus maculatus
"Speirs, G D. (1974). Food habits of landlocked salmon and brook trout in a Maine lake after introduction of landlocked alewives. Transactions of the  merican Fisheries Society, 103(2), 396-399.",stickleback,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Gasterosteiformes,Gasterosteidae,
"Thompson, H  ., & Simon, T. P. (2014). Diet shift response in round goby, Neogobius melanostomus, based on size, sex, depth, and habitat in the western basin of lekake Erie. Journal of Applied Ichthyology, 30(5), 955-961.",stones,detritus,,,,,,,,,
"Surber, lek W. (1941).   quantitative study of the food of the smallmouth black bass, Micropterus dolomieu, in three eastern streams. Transactions of the American Fisheries Society, 70(1), 311-334.",sunfsh,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Centrachidae,,
"lekopes, D  ., Vieira, K. R. I., da Silva Mota, R., de Souza, M. R. F., dos Santos Costa, F. E., & Paiva, F. (2017). Opportunistic diet of Triportheus nematurus (Characiformes: Triportheidae) in Southern Pantanal ponds: influences of temporal availability and abundance of resources. Acta Scientiarum. Biological Sciences, 39(4), 441-447.",superior vegetables,,Plantae,,,,,,,,
"llen, lek R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.",surface food,unidentified,,,,,,,,,
"Adalsteinsson, H (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in lekake M<fd>vatn. Oikos, 228-231.",surface_food,unidentified,,,,,,,,,
"Marszal, L., Grzybkowska, M., Przybylski, M., & Valladolid, M. (2004). Feeding activity of spined loach Cobitis sp. in Lake Lucien, Poland. FOLIA BIOLOGICA-KRAKOW-, 51, 159-165.",tanytarsini n_det,,Animalia,Arthropoda,,,Insecta,,Diptera,Chironomidae,Tanytarsus sp.
"Delariva, R lek., &  gostinho, A. A. (2001). Relationship between morphology and diets of six neotropical loricariids. Journal of Fish Biology, 58(3), 832-847.",tecameba,,Protozoa,,,,,,,,
"Villares-Junior, G  ., Cardone, I. B., & Goitein, R. (2016). Comparative feeding ecology of four syntopic Hypostomus species in a Brazilian southeastern river. Brazilian Journal of Biology, 76(3), 692-699.",tecamoebas,,Protozoa,,,,,,,,
"Maddern, M G., Morgan, D. lek., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia.<U+00A0>Journal of the Royal Society of Western Australia,<U+00A0>90(4), 203-214.",teleost,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,,,
"Wasserman, R J., Pereira-da-Conceicoa, lek. L., Strydom, N.  ., & Weyl, O. L. F. (2012). Diet of Anguilla mossambica (Teleostei, Anguillidae) elvers in the Sundays River, Eastern Cape, South Africa. African Journal of Aquatic Science, 37(3), 347-349.",teleostei,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,,,
"Sloane, R D. (1984). Distribution, abundance, growth and food of freshwater eels ( nguilla spp.) in the Douglas River, Tasmania. Marine and Freshwater Research, 35(3), 325-339.",teleostei misc,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,,,
"lekalogianni, E, Giakoumi, S.,  ndriopoulou, A., & Chatzinikolaou, Y. (2010). Feeding ecology of the critically endangered Valencia letourneuxi (Valenciidae). Aquatic ecology, 44(1), 289-299.",terrestrial,unidentified,,,,,,,,,
"Sloane, R D. (1984). Distribution, abundance, growth and food of freshwater eels ( nguilla spp.) in the Douglas River, Tasmania. Marine and Freshwater Research, 35(3), 325-339.",terrestrial,unidentified,,,,,,,,,
"Speirs, G D. (1974). Food habits of landlocked salmon and brook trout in a Maine lake after introduction of landlocked alewives. Transactions of the  merican Fisheries Society, 103(2), 396-399.",terrestrial,unidentified,,,,,,,,,
"Stoffels, R J., & Humphries, P. (2 03). Ontogenetic variation in the diurnal food and habitat associations of an endemic and an exotic fish in floodplain ponds: consequences for niche partitioning. leknvironmental Biology of Fishes, 66(3), 293-305.",terrestrial,unidentified,,,,,,,,,
"Gill, H S., & Morgan, D. lek. (1998). Larval development of Nannatherina balstoni Regan (Nannopercidae), with a description of ontogenetic changes in diet. Ecology of Freshwater Fish, 7(3), 132-139.",terrestrial fauna,unidentified,,,,,,,,,
"Mansfield, S, & Mc rdle, B. H. (1998). Dietary composition of Gambusia affinis (Family Poeciliidae) populations in the northern Waikato region of New Zealand. New Zealand Journal of Marine and Freshwater Research, 32(3), 375-383.",terrestrial fauna,unidentified,,,,,,,,,
"Fochetti, R,  rgano, R., & Tierno de Figueroa, J. M. (2008). Feeding ecology of various age-classes of brown trout in River Nera, Central Italy.",terrestrial prey,unidentified,,,,,,,,,
"Dadebo, lek (2 00). Reproductive biology and feeding habits of the catfish Clarias gariepinus (Burchell)(Pisces: Clariidae) in Lake Awassa, Ethiopia. SINET: Ethiopian Journal of Science, 23(2), 231-246.",thermocyclopes_equatorialis,,Animalia,Arthropoda,Crustacea,,Hexanauplia,Copepoda,Cyclopodia,Cyclopidae,Thermocyclops equatorialis
"Villares-Junior, G  ., Cardone, I. B., & Goitein, R. (2016). Comparative feeding ecology of four syntopic Hypostomus species in a Brazilian southeastern river. Brazilian Journal of Biology, 76(3), 692-699.",thick sediment,detritus,,,,,,,,,
"lekiang, X F., Lin, X., Li, S., & Liu, J. K. (2008). Impact of environmental and innate factors on the food habit of Chinese perch Siniperca chuatsi (Basilewsky)(Percichthyidae). Aquaculture Research, 39(2), 150-157.",thin sharpbelly_toxabramis_swinhonis_gunther_cyprinidae,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cypriniformes,Cyprinidae,Toxabramis swinhonis
"Breder, C M., & Crawford, D. R. (1922). U+00A0>The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with lekspecial Reference to Fish Culture. New York Zoological Society.",thysanura_adult,,Animalia,Arthropoda,,,Insecta,,Thysanura,,
"Winemiller, lek O., & Kelso-Winemiller, L. C. (1994). Comparative ecology of the  frican pike, Hepsetus odoe, and tigerfish, Hydrocynus forskahlii, in the Zambezi River floodplain. Journal of Fish Biology, 45(2), 211-225.",tilapines,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Cichliformes,Cichlidae,
