"site_name","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"class_osteichtyes","1.48","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"class_osteichtyes","15.45","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"class_osteichtyes",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"class_osteichtyes",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"class_osteichtyes",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"class_osteichtyes",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"plant_material_terrestrial",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"plant_material_terrestrial","2.57","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"plant_material_terrestrial",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"plant_material_terrestrial",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"plant_material_terrestrial",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"plant_material_terrestrial",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"unidentified_material",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"unidentified_material","34.7","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"unidentified_material",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"unidentified_material","52.2","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"unidentified_material",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"unidentified_material","32.91","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"volvox","318","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"volvox","0.18","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"volvox","0.35","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"aspatharia_sinuata","25","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"aspatharia_sinuata","0.01","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"aspatharia_sinuata","0.18","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"copepoda","19","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"copepoda","0.01","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"copepoda","0.14","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"ceriodaphnia_eggs","16869","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"ceriodaphnia_eggs","9.39","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"ceriodaphnia_eggs","2.3","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"ceriodaphnia_sp","39004","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"ceriodaphnia_sp","21.7","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"ceriodaphnia_sp","3.41","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"povilla_adusta_eggs","55580","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"povilla_adusta_eggs","30.93","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"povilla_adusta_eggs","5.37","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"povilla_adusta","21531","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"povilla_adusta","11.98","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"povilla_adusta","11.86","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"watermite","11","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"watermite","0.006","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"watermite","0.05","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"barbus_scale","48","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"barbus_scale","0.03","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"barbus_scale","0.52","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"barbus_sp","46","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"barbus_sp","0.03","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"barbus_sp","1.62","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"spirogyra","203","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"spirogyra","0.11","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"spirogyra","0.65","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"unidentified_seeds","35160","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"unidentified_seeds","19.56","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"unidentified_seeds","35.16","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"plant_parts","10899","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"plant_parts","6.06","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"plant_parts","12.1","unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"number","number","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","1",NA,"detritus",NA,"unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent number","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","2",NA,"detritus",NA,"unknown"
"Asa reservoir, Ilorin, Nigeria","12.2","22.6",NA,"cm","total length","adult","Brycinus nurse","980","1991-11-01","1993-10-01","bimonthly","reservoir",NA,"percent weight","percent","Saliu","2002","Revista de biología tropical","Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.","tbl 1","measurement type","3",NA,"detritus","26.29","unknown"
"Lake Tanganyika, Africa","77","105",NA,"mm","standard length",NA,"Tropheus moorii","11","1985-03-01","1988-03-01","three times overall","lake",NA,"percent volume","percent","Sturmbauer et al.","1992","Environmental Biology of Fishes","Sturmbauer, C., Mark, W., & Dallinger, R. (1992). Ecophysiology of Aufwuchs-eating cichlids in Lake Tanganyika: niche separation by trophic specialization. Environmental Biology of Fishes, 35(3), 283-290.","tbl 1","species","1",NA,"detritus","38.2","unknown"
