"","site_name","lat","long","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","fish_id","notes","prey_taxon","measurement","prey_stage","sampling_interval","lon"
"150","chapman River, Australia",NA,NA,"31","134",NA,"mm","standard",NA,"Acanthopagrus butcheri","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_3",NA,"sand","4","unknown",NA,NA
"151","chapman River, Australia",NA,NA,"45","69",NA,"mm","standard",NA,"Amniataba caudavittata","7","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_4",NA,"sand","1.6","unknown",NA,NA
"152","chapman River, Australia",NA,NA,"28","56",NA,"mm","standard",NA,"Mugil cephalus","5","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_5",NA,"sand","16.3","unknown",NA,NA
"153","chapman River, Australia",NA,NA,"30","59",NA,"mm","standard",NA,"Hypseleotris compressa","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_6",NA,"sand","0.5","unknown",NA,NA
"154","chapman River, Australia",NA,NA,"24","44",NA,"mm","standard",NA,"Pseudogobius olorum","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_7",NA,"sand","0.7","unknown",NA,NA
"155","chapman River, Australia",NA,NA,"32","44",NA,"mm","standard",NA,"Oreochromis mossambicus","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_1",NA,"unidentified","2","unknown",NA,NA
"156","chapman River, Australia",NA,NA,"25","36",NA,"mm","standard",NA,"Gambusia holbrooki","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_2",NA,"unidentified","0.7","unknown",NA,NA
"157","chapman River, Australia",NA,NA,"31","134",NA,"mm","standard",NA,"Acanthopagrus butcheri","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_3",NA,"unidentified","4.2","unknown",NA,NA
"158","chapman River, Australia",NA,NA,"45","69",NA,"mm","standard",NA,"Amniataba caudavittata","7","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_4",NA,"unidentified","2.4","unknown",NA,NA
"159","chapman River, Australia",NA,NA,"28","56",NA,"mm","standard",NA,"Mugil cephalus","5","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_5",NA,"unidentified","10.6","unknown",NA,NA
"160","chapman River, Australia",NA,NA,"30","59",NA,"mm","standard",NA,"Hypseleotris compressa","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_6",NA,"unidentified","2.2","unknown",NA,NA
"161","chapman River, Australia",NA,NA,"24","44",NA,"mm","standard",NA,"Pseudogobius olorum","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_7",NA,"unidentified","1.5","unknown",NA,NA
"162","Gascoyne River, Australia",NA,NA,"23","53",NA,"mm","standard","small","Oreochromis mossambicus","14","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"algae_unicell_filament","5.1","unknown",NA,NA
"163","Gascoyne River, Australia",NA,NA,"165","198",NA,"mm","standard","large","Oreochromis mossambicus","13","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"algae_unicell_filament","7.4","unknown",NA,NA
"164","Gascoyne River, Australia",NA,NA,"69","105",NA,"mm","standard",NA,"Leiopotherapon","11","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"algae_unicell_filament","0","unknown",NA,NA
"165","Gascoyne River, Australia",NA,NA,"94","110",NA,"mm","standard",NA,"Mugil cephalus","9","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"algae_unicell_filament","6.7","unknown",NA,NA
"166","Gascoyne River, Australia",NA,NA,"24","49",NA,"mm","standard",NA,"Hypseleotris compressa","11","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"algae_unicell_filament","7.7","unknown",NA,NA
"167","Gascoyne River, Australia",NA,NA,"23","53",NA,"mm","standard","small","Oreochromis mossambicus","14","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"vegetal_matter","3.8","unknown",NA,NA
"168","Gascoyne River, Australia",NA,NA,"165","198",NA,"mm","standard","large","Oreochromis mossambicus","13","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"vegetal_matter","54.2","unknown",NA,NA
"169","Gascoyne River, Australia",NA,NA,"69","105",NA,"mm","standard",NA,"Leiopotherapon","11","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"vegetal_matter","2.1","unknown",NA,NA
"170","Gascoyne River, Australia",NA,NA,"94","110",NA,"mm","standard",NA,"Mugil cephalus","9","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"vegetal_matter","17.2","unknown",NA,NA
"171","Gascoyne River, Australia",NA,NA,"24","49",NA,"mm","standard",NA,"Hypseleotris compressa","11","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"vegetal_matter","0.9","unknown",NA,NA
"172","Gascoyne River, Australia",NA,NA,"23","53",NA,"mm","standard","small","Oreochromis mossambicus","14","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"bacillariophyceae","1","unknown",NA,NA
"173","Gascoyne River, Australia",NA,NA,"165","198",NA,"mm","standard","large","Oreochromis mossambicus","13","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"bacillariophyceae","1.1","unknown",NA,NA
"174","Gascoyne River, Australia",NA,NA,"69","105",NA,"mm","standard",NA,"Leiopotherapon","11","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl3","averaged across sizes","madddern_2007_tbl3_1",NA,"bacillariophyceae","0","unknown",NA,NA
