"","prey_taxon","prey_stage","prey_kingdom","prey_class","prey_order","prey_family","prey_species","prey_taxon_cleaned","prey_phylum","prey_superclass","prey_subclass","prey_subphylum","prey_type","prey_origin"
"1518","brachionus plicatilis","unknown","Animalia","Monogononta","Plioma","Brachionidae","Brachionus plicatilis",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1519","testudinella clypeata","unknown","Animalia","Eurotatoria","Flosculariaceae","Testudinellidae","Testudinella clypeata",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1520","nereis diversicolor","unknown","Animalia","Polychaeta","Phyllodocida","Nereididae","Hediste diversicolor",NA,"Annelida",NA,NA,NA,NA,"aquatic"
"1521","unid acari","unknown","Animalia","Arachnida",NA,NA,NA,NA,"Arthropoda",NA,"Acari",NA,NA,"aquatic"
"1522","unid ostracoda","unknown","Animalia","Ostracoda",NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1523","mesochra lilljeborgi","unknown","Animalia","Hexanauplia","Harpacticoida","Canthocamptidae","Mesochra lilljeborgii",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1524","mesochra rapines","unknown","Animalia","Hexanauplia","Harpacticoida","Canthocamptidae","Mesochra rapiens",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1525","tisbe longicornis","unknown","Animalia","Hexanauplia","Harpacticoida","Tisbidae","Tisbe longicornis",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1526","canuella perplexa","unknown","Animalia","Hexanauplia","Canuelloida","Canuellidae","Canuella perplexa",NA,"Arthropoda",NA,"Copepoda","Crustacea",NA,"aquatic"
"1527","copepoda nauplii","unknown","Animalia","Hexanauplia",NA,NA,NA,NA,"Arthropoda",NA,"Copepoda",NA,NA,"aquatic"
"1528","gammarus aequicauda","unknown","Animalia","Malacostraca","Amphipoda","Gammaridae","Gammarus aequicauda",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1529","protracheoniscus occidentalis","unknown","Animalia","Malacostraca","Isopoda","Agnaridae","Protracheoniscus fossuliger",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1530","unid crustacea","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1531","stratiomyidae larvae","larvae","Animalia","Insecta","Diptera","Stratiomyidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1532","stratiomyidae exuviae","unknown","Animalia","Insecta","Diptera","Stratiomyidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1533","rhagionidae larvae","larvae","Animalia","Insecta","Diptera","Rhagionidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1534","ephydridae larvae","larvae","Animalia","Insecta","Diptera","Ephydridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1535","ephydridae exuviae","unknown","Animalia","Insecta","Diptera","Ephydridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1536","unid hymenoptera_adult","adults","Animalia","Insecta","Hymenoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1537","invertebrate eggs","eggs","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1538","terrestrial snails","unknown","Animalia","Gastropoda",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1539","cyanobacteria","unknown","Bacteria",NA,NA,NA,NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"1540","platyhelminthes","unknown","Animalia",NA,NA,NA,NA,NA,"Platyhelminthes",NA,NA,NA,NA,"aquatic or terrestrial"
"1541","chlorophyceae","unknown","Plantae","Chlorophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1542","dynophyceae","unknown","Chromista","Dinophyceae",NA,NA,NA,NA,"Myzozoa",NA,NA,NA,NA,"aquatic"
"1543","tardigrada","unknown","Animalia",NA,NA,NA,NA,NA,"Tardigrada",NA,NA,NA,NA,"aquatic"
"1544","euglenophyta","unknown","Protista","Euglenophyceae",NA,NA,NA,NA,"Euglenophyta",NA,NA,NA,NA,"aquatic"
"1545","fish vertebrae","unknown","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"1546","fish egg","eggs","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"1547","midge larvae","larvae","Animalia","Insecta","Odonata","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1548","may fly_larvae","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1549","beetle larvae","larvae","Animalia","Insecta","Coleoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1550","round worms","unknown","Animalia",NA,NA,NA,NA,NA,"Nematoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1551","ceratopopogonidae","unknown","Animalia","Insecta","Diptera","Ceratopogonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1552","a aquaticus","unknown","Animalia","Malacostraca","Isopoda","Asellidae","Asellus aquaticus",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1553","g pulex","unknown","Animalia","Malacostraca","Amphipoda","Gammaridae","Gammarus pulex",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1554","simulium sp","unknown","Animalia","Insecta","Diptera","Simuliidae","Simulium sp.",NA,"Arthropopda",NA,NA,NA,NA,"aquatic"
"1555","unidentifed invertebrates","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1556","mysis","unknown","Animalia","Malacostraca","Mysida","Mysidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1557","camberus","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1558","lamellibranchs","unknown","Animalia","Bivalvia",NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1559","valvata tricarinata","unknown","Animalia","Gastropoda",NA,"Valvatidae","Valvata tricarinata",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1560","valva sincera","unknown","Animalia","Insecta","Lepidoptera","Pyralidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1561","amnicola","unknown","Animalia","Gastropoda","Littorinimorpha","Amnicolidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1562","physa","unknown","Animalia","Gastropoda",NA,"Physidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1563","lymnea","unknown","Animalia","Gastropoda",NA,"Lymnaeidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1564","hexagenia","unknown","Animalia","Insecta","Ephemeroptera","Ephemeridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1565","chrionomidae","unknown","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1566","tecameba","unknown","Protozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1567","bryozoa","unknown","Animalia",NA,NA,NA,NA,NA,"Bryozoa",NA,NA,NA,NA,"aquatic or terrestrial"
"1568","organic detritus","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"1569","cyanophyta","unknown","Fungi","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Ascomycota",NA,NA,NA,NA,"aquatic or terrestrial"
"1570","pennales","unknown","Chromista","Bacillariophyceae","Pennales",NA,NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1571","rhodophyta","unknown","Plantae",NA,NA,NA,NA,NA,"Rhodophyta",NA,NA,NA,NA,"aquatic"
"1572","bryophyta","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1573","potamogetonaceae","unknown","Plantae","Magnoliopsida","Alismatales","Potamogetonaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"aquatic"
"1574","plant detritus","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1575","protozoans testacea","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1576","chaetophora sp","unknown","Plantae","Chlorophyceae","Chaetophorales","Chaetophoraceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1577","cladophora sp","unknown","Plantae","Ulvophyceae","Cladophorales","Cladophoraceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1578","coelastrum sp","unknown","Plantae","Chlorophyceae","Sphaeropleales","Scenedesmaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1579","oedogonium sp","unknown","Plantae","Chlorophyceae","Oedogoniales","Oedogoniaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1580","pediastrum sp","unknown","Plantae","Chlorophyceae","Sphaeropleales","Hydrodictyaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1581","ulothrix sp","unknown","Plantae","Ulvophyceae","Ulotrichales","Ulotrichaceae","Ulothrix sp.",NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1582","volvox sp","unknown","Plantae","Chlorophyceae","Volvocales","Volvocaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1583","docidium sp","unknown","Plantae","Zygnematophyceae","Zygnematales","Desmidiaceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"1584","eastrum sp","unknown","Plantae","Zygnematophyceae","Zygnematales","Desmidiaceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"1585","gonatozygon sp","unknown","Plantae","Zygnematophyceae","Zygnematales","Peniaceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"1586","pleurotaenium sp","unknown","Plantae","Zygnematophyceae","Zygnematales","Desmidiaceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"1587","amphora sp","unknown","Chromista","Bacillariophyceae","Thalassiophysales","Catenulaceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1588","cymbella sp","unknown","Chromista","Bacillariophyceae","Cymbellales","Cymbellaceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1589","frustulia sp","unknown","Chromista","Bacillariophyceae","Naviculales","Amphipleuraceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1590","gomphonema sp","unknown","Chromista","Bacillariophyceae","Cymbellales","Gomphonemataceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1591","pinnularia sp","unknown","Chromista","Bacillariophyceae","Naviculales","Pinnulariaceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1592","stauroneis sp","unknown","Chromista","Bacillariophyceae","Naviculales","Stauroneidaceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1593","porcellus sp","unknown","Animalia","Insecta","Hemiptera","Delphacidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1594","erglypha sp","unknown","Protozoa","Filosia","Aconchulinida","Euglyphidae",NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1595","alonella sp","unknown","Animalia","Branchiopoda","Cladocera","Chydoridae","Alonella sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1596","rotaria sp","unknown","Animalia","Bdelloidea","Bdelloidea","Philodinidae","Rotaria sp.",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1597","branchionus sp","unknown","Animalia","Monogononta","Plioma","Brachionidae","Brachionus sp.",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1598","restos de_insectos","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1599","ceratopogonide","unknown","Animalia","Insecta","Diptera","Ceratopogonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1600","material vegetal","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1601","detritusl","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"1602","vegetation dwelling_prey","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1603","gatropods","unknown","Animalia","Gastropoda",NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic or terrestrial"
"1604","synadra sp","unknown","Plantae","Magnoliopsida","Lamiales","Lamiaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"terrestrial"
"1605","gymnodium sp","unknown","Animalia","Insecta","Orthoptera","Lentulidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1606","nitzchia sp","unknown","Animalia","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia sp.",NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"1607","lyngbya sp","unknown","Bacteria","Cyanophyceae","Nostocales","Oscillatoriaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"1608","polycystis sp","unknown","Animalia",NA,"Rhabdocoela","Polycystididae",NA,NA,"Platyhelminthes",NA,NA,NA,NA,"aquatic or terrestrial"
"1609","aphanocapsa sp","unknown","Bacteria","Cyanophyceae","Chroococcales","Chroococcaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"1610","coelosphaerium sp","unknown","Bacteria","Cyanophyceae","Chroococcales","Chroococcaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"1611","microcystis sp","unknown","Animalia","Gastropoda","Stylommatophora","Euconulidae",NA,NA,"Mollusca",NA,NA,NA,NA,"terrestrial"
"1612","spirotaenia sp","unknown","Plantae","Zygnematophyceae","Zygnematales","Mesotaeniaceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"1613","sphaeoplea sp","unknown","Plantae","Chlorophyceae","Chlamydomonadales","Sphaeropleaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"1614","unidentified algae","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1615","polyarthra sp","unknown","Animalia","Eurotatoria","Ploima","Synchaetidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1616","kerattela sp","unknown","Animalia","Monogononta","Ploima","Brachionidae","Keratella sp.",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1617","epiphanes sp","unknown","Animalia","Eurotatoria","Ploima","Epiphanidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1618","synchaeta sp","unknown","Animalia","Eurotatoria","Ploima","Synchaetidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1619","asplanchna sp","unknown","Animalia","Eurotatoria","Ploima","Asplanchnidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1620","philodina sp","unknown","Animalia","Eurotatoria","Bdelloidea","Philodinidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"1621","eurycerus sp","unknown","Animalia","Insecta","Coleoptera","Staphylinidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1622","syncaris sp","unknown","Animalia","Malacostraca","Decapoda","Atyidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1623","cyclops sp","unknown","Animalia","Hexanauplia","Cyclopoida","Cyclopidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1624","frontonia sp","unknown","Chromista","Oligohymenophorea","Hymenostomatida","Frontoniidae",NA,NA,"Ciliophora",NA,NA,NA,NA,"aquatic"
"1625","paramecium sp","unknown","Chromista","Oligohymenophorea","Peniculida","Parameciidae",NA,NA,"Ciliophora",NA,NA,NA,NA,"aquatic"
"1626","insect parts","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1627","unidentified food","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"1628","plant tissues","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1629","plant parts","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1630","insect appendages","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1631","aspatharia sp","unknown","Animalia","Bivalvia","Unionida","Mutelidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1632","povilla adusta_adult","adults","Animalia","Insecta","Ephemeroptera","Polymitarcyidae","Povilla adusta",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1633","dragon fly_adult","adults","Animalia","Insecta","Odonata",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1634","p adusta_larvae","larvae","Animalia","Insecta","Ephemeroptera","Polymitarcyidae","Povilla adusta",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1635","daphnia","unknown","Animalia","Branchiopoda","Diplostraca","Daphniidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1636","water mite","unknown","Animalia","Arachnida","Trombidiformes",NA,NA,NA,"Arthropoda",NA,"Acari",NA,NA,"aquatic"
"1637","lepidoptera larvae","larvae","Animalia","Insecta","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1638","plecoptera nymph","larvae","Animalia","Insecta","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1639","gastropoda hydrobiidae","unknown","Animalia","Gastropoda","Littorinimorpha","Hydrobiidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1640","other gastropoda","unknown","Animalia","Gastropoda",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1641","organic matter","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"1642","plant fragments","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1643","sediments","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediment","aquatic or terrestrial"
"1644","m tuberculata","unknown","Animalia","Gastropoda",NA,"Thiaridae","Melanoides tuberculata",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1645","l natalensis","unknown","Animalia","Gastropoda",NA,"Lymnaeidae","Radix natalensis",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1646","b globosus","unknown","Animalia","Gastropoda",NA,"Planorbidae","Bulinus globosus",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1647","cleopatra spp","unknown","Animalia","Gastropoda",NA,"Paludomidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1648","b pfeifferi","unknown","Animalia","Gastropoda",NA,"Planorbidae","Biomphalaria pfeifferi",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1649","c africana","unknown","Animalia","Bivalvia","Venerida","Cyrenidae","Corbicula africana",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1650","c mossambicensis","unknown","Animalia","Gastropoda","Littorinimorpha","Barleeiidae","Caelatura mossambicensis",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1651","b capillata","unknown","Animalia","Gastropoda","Architaenioglossa","Viviparidae","Bellamya caillata",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1652","insects remains","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1653","adult coleoptera","adults","Animalia","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1654","acarina hydracarina","unknown","Animalia","Arachnida","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1655","thick sediment","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"1656","fine sediment","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fine sediment","aquatic or terrestrial"
"1657","hyphae","unknown","Fungi",NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,"aquatic or terrestrial"
"1658","tecamoebas","unknown","Protozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1659","invertebrates","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1660","blue algae","unknown","Plantae","Cyanophyceae",NA,NA,NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"1661","leptodora","unknown","Animalia","Branchiopoda","Diplostraca","Leptodoridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1662","hyalella","unknown","Animalia","Malacostraca","Amphipoda","Hyalellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1663","hymenoptera adults","adults","Animalia","Insecta","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1664","ceratopogonid larvae","larvae","Animalia","Insecta","Diptera","Ceratopogonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1665","sialie larvae","larvae","Animalia","Insecta","Megaloptera","Sialidae","Sialis sp.",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1666","bony herring","unknown","Animalia","Actinopterygii","Clupeiformes","Clupeidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1667","redfin perch","unknown","Animalia","Actinopterygii","Perciformes","Percidae","Perca fluviatilis",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1668","tamar river_goby","unknown","Animalia","Actinopterygii","Perciformes","Gobiidae","Afurcagobius tamarensis",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1669","lagoon goby","unknown","Animalia","Actinopterygii","Perciformes","Gobiidae","Tasmanogobius lasti",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1670","flathead gudgeon","unknown","Animalia","Actinopterygii","Gobiiformes","Eleotridae","Philypnodon grandiceps",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1671","australian smelt","unknown","Animalia","Actinopterygii","Osmeriformes","Retropinnidae","Retropinna semoni",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1672","smallmouth hardyhead","unknown","Animalia","Actinopterygii","Atheriniformes","Atherinidae","Atherinosoma microstoma",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1673","common carp","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus carpio",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1674","atyid shrimp","unknown","Animalia","Malacostraca","Decapoda","Atyidae","Caridina canotonensis",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1675","gizzard shad","unknown","Animalia","Actinopterygii","Clupeiformes","Clupeidae","Dorosoma cepedianum",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1676","white bass","unknown","Animalia","Actinopterygii","Perciformes","Moronidae","Morone chrysops",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1677","heptageniidaed","unknown","Animalia","Insecta","Ephemeroptera","Heptageniidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1678","ephemerella","unknown","Plantae","Bryopsida","Funariales","Ephemeraceae",NA,NA,"Bryophyta",NA,NA,NA,NA,"aquatic"
"1679","thcorythodes","unknown","Animalia","Insecta","Ephemeroptera","Leptohyphidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1680","leuctra","unknown","Animalia","Insecta","Plecoptera","Leuctridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1681","neoperla","unknown","Animalia","Insecta","Plecoptera","Perlidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1682","hydropsyche","unknown","Animalia","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1683","aquatic immature_insects","larvae","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1684","ceratopogonidae and_chironomidae_larvae","larvae","Animalia","Insecta","Diptera","Ceratopogonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1685","simulidae larvae","larvae","Animalia","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1686","libelullidade nymphs","larvae","Animalia","Insecta","Odonata","Libellulidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1687","belostomatidae","unknown","Animalia","Insecta","Hemiptera","Belostomatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1688","veliidae","unknown","Animalia","Insecta","Hemiptera","Veliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1689","arachnida araneae","unknown","Animalia","Arachnida",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1690","decapoda crabs","unknown","Animalia","Malacostraca","Decapoda",NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1691","others invert","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1692","coleoptera terrestrial","unknown","Animalia","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"1693","diptera aquatic","unknown","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1694","ephemeroptera aquatic","unknown","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1695","hymenoptera terrestrial","unknown","Animalia","Insecta","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"1696","lepidoptera terrestrial","unknown","Animalia","Insecta","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"1697","odonata aquatic","unknown","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1698","trichoptera aquatic","unknown","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1699","others insects_aquatic","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1700","others insects_terrestrial","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"1701","insect remain","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1702","astyanax sp","unknown","Animalia","Actinopterygii","Characiformes","Characidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1703","gymnotiformes","unknown","Animalia","Actinopterygii","Gymnotiformes",NA,NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1704","fish remain","unknown","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"1705","aquatic plants","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1706","terrestrial plants","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
