"","site_name","lat.x","long","predator_min_length","predator_average_length","predator_max_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","notes","prey_taxon","measurement","prey_stage","lon","lat.y"
"60","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","19","7/22/1972","7/22/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra",NA,"unknown","-16.9961055","65.60386"
"61","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/16/1973","7/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra",NA,"unknown","-16.9961055","65.60386"
"62","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","9/30/1973","9/30/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra",NA,"unknown","-16.9961055","65.60386"
"63","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","21","6/15/1973","6/15/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra",NA,"unknown","-16.9961055","65.60386"
"64","Lake Myvatn, E-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","29","7/23/1972","7/23/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra",NA,"unknown","-16.9961055","65.60386"
"65","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","73","9/30/1972","9/30/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra","21","unknown","-16.9961055","65.60386"
"66","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","6/23/1973","6/23/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra","8","unknown","-16.9961055","65.60386"
"67","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","7/4/1973","7/4/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra","9","unknown","-16.9961055","65.60386"
"68","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","12","9/20/1973","9/20/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"radix_peregra","42","unknown","-16.9961055","65.60386"
"69","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","20","5/6/1973","5/6/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","62","larvae","-16.9961055","65.60386"
"70","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","32","6/20/1972","6/20/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","55","larvae","-16.9961055","65.60386"
"71","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","17","6/28/1973","6/28/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","69","larvae","-16.9961055","65.60386"
"72","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","61","7/10/1973","7/10/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","54","larvae","-16.9961055","65.60386"
"73","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/21/1973","8/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","66","larvae","-16.9961055","65.60386"
"74","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","19","7/22/1972","7/22/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","62","larvae","-16.9961055","65.60386"
"75","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/16/1973","7/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","5","larvae","-16.9961055","65.60386"
"76","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","9/30/1973","9/30/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","50","larvae","-16.9961055","65.60386"
"77","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","21","6/15/1973","6/15/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","4","larvae","-16.9961055","65.60386"
"78","Lake Myvatn, E-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","29","7/23/1972","7/23/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","85","larvae","-16.9961055","65.60386"
"79","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","73","9/30/1972","9/30/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","54","larvae","-16.9961055","65.60386"
"80","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","6/23/1973","6/23/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","34","larvae","-16.9961055","65.60386"
"81","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","7/4/1973","7/4/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","40","larvae","-16.9961055","65.60386"
"82","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","12","9/20/1973","9/20/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"chironomid_larvae","44","larvae","-16.9961055","65.60386"
"83","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","20","5/6/1973","5/6/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","16","unknown","-16.9961055","65.60386"
"84","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","32","6/20/1972","6/20/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","28","unknown","-16.9961055","65.60386"
"85","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","17","6/28/1973","6/28/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","9","unknown","-16.9961055","65.60386"
"86","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","61","7/10/1973","7/10/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","36","unknown","-16.9961055","65.60386"
"87","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/21/1973","8/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","34","unknown","-16.9961055","65.60386"
"88","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","19","7/22/1972","7/22/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","32","unknown","-16.9961055","65.60386"
"89","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/16/1973","7/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","95","unknown","-16.9961055","65.60386"
"90","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","9/30/1973","9/30/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","46","unknown","-16.9961055","65.60386"
"91","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","21","6/15/1973","6/15/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","36","unknown","-16.9961055","65.60386"
"92","Lake Myvatn, E-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","29","7/23/1972","7/23/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","15","unknown","-16.9961055","65.60386"
"93","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","73","9/30/1972","9/30/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","12","unknown","-16.9961055","65.60386"
"94","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","6/23/1973","6/23/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","1","unknown","-16.9961055","65.60386"
"95","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","7/4/1973","7/4/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","16","unknown","-16.9961055","65.60386"
"96","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","12","9/20/1973","9/20/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"benthic_crustacea","14","unknown","-16.9961055","65.60386"
"97","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","20","5/6/1973","5/6/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"98","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","32","6/20/1972","6/20/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton","15","unknown","-16.9961055","65.60386"
"99","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","17","6/28/1973","6/28/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"100","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","61","7/10/1973","7/10/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"101","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/21/1973","8/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"102","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","19","7/22/1972","7/22/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton","5","unknown","-16.9961055","65.60386"
"103","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","7/16/1973","7/16/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"104","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","9/30/1973","9/30/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton","4","unknown","-16.9961055","65.60386"
"105","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","21","6/15/1973","6/15/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"106","Lake Myvatn, E-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","29","7/23/1972","7/23/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"107","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","73","9/30/1972","9/30/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton","8","unknown","-16.9961055","65.60386"
"108","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","16","6/23/1973","6/23/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"109","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","11","7/4/1973","7/4/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"110","Lake Myvatn, N-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","12","9/20/1973","9/20/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"plankton",NA,"unknown","-16.9961055","65.60386"
"111","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","20","5/6/1973","5/6/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"surface_food","22","unknown","-16.9961055","65.60386"
"112","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","32","6/20/1972","6/20/1972","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"surface_food","1","unknown","-16.9961055","65.60386"
"113","Lake Myvatn, S-basin",NA,NA,"7",NA,NA,"cm",NA,NA,"Gasterosteus aculeatus","17","6/28/1973","6/28/1973","monthly","lentic",NA,"volume","percent","Adalsteinsson","1979","Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake Mývatn. Oikos, 228-231.","table 2",NA,"surface_food","16","unknown","-16.9961055","65.60386"
